age,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,annual_income_missing,join_year,join_month,join_day,join_weekday,tenure_days,education_encoded,gender_encoded,region_East,region_North,region_South,region_West,purpose_Business,purpose_Car,purpose_Education,purpose_Home,purpose_Other,good_credit,trans_kmeans,annual_income_scaled,loan_amount_scaled,debt_to_income,avg_monthly_trans,spending_income_ratio,high_credit_risk,loan_burden,spending_log,spending_sqrt,loan_boxcox,income_yj
31.0,0,119428.36,70493.67,535.8,0.0,43.0,29.98,0.0,0.0,2023,12,14,3,833,1,0,1,0,0,0,0,0,0,1,0,0,3,-0.12489767774932012,-0.5531364782781419,0.5902590473436103,7.166666666666667,35804.622328,1,0.0,3.4333418349887226,5.475399528801528,-1.2979559202679656,0.23831604415187482
44.0,0,80844.57,386444.7,476.0,1.0,83.0,36.32,0.0,0.0,2019,7,15,0,2446,2,0,0,0,0,1,0,0,0,0,1,0,0,-0.3508973227512801,0.5119266648091295,4.780094692756977,13.833333333333334,29362.747824000005,1,386444.7,3.619529375979143,6.0266076693277455,1.127030201126571,-0.3418702763476984
56.0,0,93336.63,269398.55,680.0,1.0,81.0,39.11,0.0,0.0,2023,2,14,1,1136,3,1,0,1,0,0,0,0,1,0,0,0,0,-0.2777266693410479,0.11736697495698924,2.886311087052465,13.5,36503.955993,0,269398.55,3.6916256797819615,6.253798845501828,0.6796000336847093,-0.12323899018182907
60.0,0,71854.66,63260.08,561.9,2.0,88.0,43.81,0.0,0.0,2016,11,7,0,3426,1,1,1,0,0,0,0,1,0,0,0,0,0,-0.4035545777435857,-0.5775207320696383,0.880389386006692,14.666666666666666,31479.526546000005,1,126520.16,3.802431328798052,6.618912297349165,-1.4820914805047445,-0.5257192992607619
44.0,0,39787.89,913417.84,675.8,0.0,36.0,37.29,0.0,0.0,2020,3,29,6,2188,2,0,0,0,1,0,1,0,0,0,0,0,3,-0.5913816065647436,2.288340145122736,22.957182197322926,6.0,14836.904180999998,0,0.0,3.6451887654892032,6.10655385630881,2.0717665737451263,-1.5117865643321042
23.0,1,119725.38,204584.25,526.8,1.0,96.0,18.08,1.0,0.0,2016,6,6,0,3580,1,0,0,0,0,1,1,0,0,0,0,0,2,-0.12315792085766994,-0.10112043454758278,1.7087792913941156,16.0,21646.348704,1,204584.25,2.9486406660201405,4.252058325093859,0.3158522020988992,0.24187443374723352
42.0,1,282931.43,224632.66,717.9,1.0,110.0,20.71,0.0,0.0,2021,12,23,3,1554,2,1,0,1,0,0,0,0,1,0,0,1,2,0.832800769622766,-0.03353773805027342,0.7939473532481212,18.333333333333332,58595.099153,0,224632.66,3.0777729838902004,4.550824101193101,0.4416725981695247,1.3788998979834666
22.0,1,99811.73,4698327.23,669.8,2.0,52.0,25.2,0.0,0.0,2020,12,27,6,1915,2,1,1,0,0,0,0,0,0,1,0,0,3,-0.23979959423121058,15.047176510409873,47.07189455540876,8.666666666666666,25152.555959999998,0,9396654.46,3.265759410767051,5.019960159204453,3.4763279136214225,-0.023190548695266988
44.0,0,113001.74,549970.0,542.2,4.0,36.0,28.76,0.0,0.0,2015,4,21,1,3992,2,1,0,0,0,1,1,0,0,0,0,0,3,-0.1625407874221256,1.0631664249462907,4.866916208503808,6.0,32499.300424,1,2199880.0,3.393165209964891,5.362835071116769,1.534396672775769,0.1586424163175849
64.0,0,149587.03,281192.91,467.2,2.0,28.0,56.0,1.0,0.0,2019,6,2,6,2489,2,1,0,0,0,1,0,0,0,0,1,0,1,0.05175289788700959,0.15712547212758804,1.8797947255060827,4.666666666666667,83768.7368,1,562385.82,4.04305126783455,7.483314773547883,0.734448307692697,0.5541964894512624
42.965289256198346,1,46092.32,290817.08,784.4,0.0,78.0,18.51,0.0,0.0,2021,8,21,5,1678,1,2,1,0,0,0,0,0,0,1,0,1,0,-0.554454209283665,0.18956831224052031,6.309447647540644,13.0,8531.688432,0,0.0,2.97092715463502,4.302324952859791,0.7771965858401233,-1.256049749636313
58.0,0,274171.42,310503.23,583.2,2.0,58.0,27.7,0.0,0.0,2021,4,30,4,1791,3,1,0,0,1,0,0,0,0,0,1,0,3,0.7814901246546687,0.25592983919704726,1.1325149426547358,9.666666666666666,75945.48333999999,1,621006.46,3.3568971227655755,5.263078946776307,0.8595744281384448,1.3404851548946128
22.0,1,73052.2,137492.27,539.0,1.0,36.0,53.33,0.0,1.0,2022,6,8,2,1387,2,1,1,0,0,0,0,0,0,0,1,0,3,-0.39654013942957755,-0.32728584725330606,1.8821099158973706,6.0,38958.73826,1,137492.27,3.9950765605634317,7.302739212103908,-0.2461520074533392,-0.4996941621767847
41.0,0,262790.95,198939.3,710.9,1.0,70.0,28.5,0.0,0.0,2015,4,22,2,3991,1,1,0,0,0,1,0,0,1,0,0,1,0,0.7148304683597466,-0.12014942201304699,0.7570249279864583,11.666666666666666,74895.42075,0,198939.3,3.3843902633457743,5.338539126015656,0.27773353409580137,1.2883417926754828
53.0,0,63588.01,243293.63,675.7,0.0,9.0,41.69,0.0,0.0,2015,12,10,3,3759,2,0,1,0,0,0,1,0,0,0,0,0,1,-0.4519754292295453,0.029367932367250712,3.8260928435435217,1.5,26509.841368999998,0,0.0,3.7539647007698704,6.456779382943171,0.5472247794810895,-0.7206981531556057
32.0,2,293853.66,148933.05,694.6,1.0,21.0,30.88,0.0,0.0,2022,3,17,3,1470,2,1,0,1,0,0,0,1,0,0,0,0,1,0.896776343370958,-0.2887192595572002,0.5068272758606892,3.5,90742.01020799998,0,148933.05,3.461978853922014,5.556977595779922,-0.12949099370773412,1.424862351071287
42.965289256198346,0,157171.57,82801.9,592.1,1.0,64.0,37.65,1.0,0.0,2019,10,22,1,2347,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0961783767604735,-0.5116457379895566,0.5268249213230686,10.666666666666666,59175.096105000004,1,82801.9,3.654546775033431,6.135959582656978,-1.0315466161781321,0.6218050818564602
64.0,0,137561.18,135091.65,750.5,1.0,76.0,29.54,0.0,0.0,2016,7,9,5,3547,3,1,1,0,0,0,1,0,0,0,0,1,0,-0.018686989714670352,-0.3353782781675467,0.9820477695743665,12.666666666666666,40635.572572,0,135091.65,3.4190372997904865,5.435071296680476,-0.2721135348318551,0.4381838587007692
45.0,2,113597.26,81507.24,495.2,2.0,61.0,46.23,1.0,0.0,2020,3,6,4,2211,3,1,1,0,0,0,0,0,0,0,1,0,0,-0.15905260472696878,-0.5160100049736818,0.7175106160067813,10.166666666666666,52516.013298,1,163014.48,3.8550292839080256,6.79926466612383,-1.057256906907098,0.16624919845175573
47.0,1,85040.49,170256.4,555.8,1.0,94.0,15.29,0.0,0.0,2017,1,14,5,3358,1,1,0,1,0,0,1,0,0,0,0,0,2,-0.32632025475312276,-0.21683877171023863,2.0020627820700225,15.666666666666666,13002.690921,1,170256.4,2.790551422613954,3.9102429592034302,0.06167061744712248,-0.264201561960999
62.0,0,202869.66,46801.94,631.2,1.0,95.0,27.61,0.0,0.0,2015,7,25,5,3897,3,1,1,0,0,0,0,0,1,0,0,0,2,0.3638491296146545,-0.6330007167931264,0.2306995535940135,15.833333333333334,56012.313126,0,46801.94,3.3537563070620187,5.25452186216786,-2.0161406935985062,0.9608349770642941
48.0,0,79536.91,206638.66,693.4,3.0,40.0,38.41,0.0,1.0,2017,12,1,4,3037,1,1,0,0,1,0,0,0,0,1,0,0,3,-0.35855677496640115,-0.09419506901929213,2.5980222263776906,6.666666666666667,30550.127130999997,0,619915.98,3.6740195912069122,6.1975801729384665,0.3294127335266314,-0.3670599295186584
36.0,0,30325.92,51953.68,652.9,2.0,56.0,43.24,0.0,0.0,2019,4,2,1,2550,1,1,1,0,0,0,0,0,0,1,0,0,3,-0.6468038929969265,-0.6156343280943194,1.7131773742820275,9.333333333333334,13112.927808,0,103907.36,3.7896293572140793,6.575712889109439,-1.8273953300799608,-2.0029995930026288
35.0,1,50497.96,122708.74,593.4,1.0,4.0,69.86,0.0,0.0,2018,9,2,6,2762,1,1,0,1,0,0,0,1,0,0,0,0,1,-0.5286487330459384,-0.3771207628974328,2.429974200889898,0.6666666666666666,35277.874855999995,1,122708.74,4.260706099437326,8.358229477586745,-0.41544183497075426,-1.1008588811386208
64.0,0,88299.75,231624.02,562.0,4.0,31.0,27.23,0.0,0.0,2017,5,16,1,3236,3,1,1,0,0,0,0,0,0,1,0,0,3,-0.30722955363306464,-0.009970035624822834,2.6231560111707775,5.166666666666667,24044.021924999997,1,926496.08,3.340385242265398,5.2182372502599,0.4824110092478181,-0.206949468603275
23.0,0,118895.4,283170.0,693.9,1.0,27.0,69.39,0.0,0.0,2020,2,6,3,2240,2,0,0,0,0,1,0,0,1,0,0,0,1,-0.12801942319735013,0.16379019383957752,2.3816733027317993,4.5,82501.51806,0,283170.0,4.25405120762004,8.330066026148893,0.7433720683615409,0.23190457372129195
57.0,2,95420.33,260576.42,661.2,1.0,58.0,23.82,0.0,0.0,2018,8,31,4,2764,1,0,0,1,0,0,0,1,0,0,0,0,3,-0.265521661479182,0.08762779193699882,2.7308270679557407,9.666666666666666,22729.122606,0,260576.42,3.211649779776461,4.880573736764972,0.6366536259517429,-0.09016535408515537
27.0,0,205126.57,203579.88,530.0,1.0,25.0,64.35,0.0,0.0,2018,10,14,6,2720,2,0,0,0,0,1,1,0,0,0,0,0,1,0.3770686930323844,-0.10450614108894953,0.9924598261405508,4.166666666666667,131998.94779500001,1,203579.88,4.179757440070231,8.021845174272562,0.30916302417226743,0.9751654006317304
41.0,0,30617.86,74347.75,601.28,0.0,69.0,49.84,0.0,0.0,2023,7,15,5,985,2,0,0,0,1,0,0,1,0,0,0,0,0,-0.6450938915594868,-0.5401444694895972,2.428247761194667,11.5,15259.941424000002,0,0.0,3.928683446321253,7.059745037889116,-1.208881403558115,-1.985238012689685
29.0,0,107597.51,323329.06,556.4,1.0,70.0,20.97,0.0,0.0,2019,4,2,1,2550,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.1941953776401665,0.29916539634178274,3.004986453654876,11.666666666666666,22563.197846999996,1,323329.06,3.089677886396519,4.5793012567421245,0.909942053730541,0.08735679227252316
59.0,0,33163.74,75547.66,546.1,0.0,5.0,38.61,1.0,0.0,2018,2,13,1,2963,3,0,1,0,0,0,0,0,1,0,0,0,1,-0.6301817231017591,-0.5360996024226283,2.278019909627864,0.8333333333333334,12804.520014,1,0.0,3.6790816116338254,6.2136945531623935,-1.1822757467259246,-1.838403326406637
38.0,0,155721.96,350180.17,682.4,1.0,115.0,32.28,0.0,0.0,2023,6,8,3,1022,3,0,1,0,0,0,0,0,0,1,0,0,2,0.08768747046559436,0.38967982704954796,2.248752648616491,19.166666666666668,50267.048688,0,350180.17,3.5049566159530077,5.681549084536717,1.008025144648055,0.6091870671987109
24.0,0,93276.62,252557.27,634.9,1.0,91.0,45.28,0.0,0.0,2019,9,23,0,2376,2,1,1,0,0,0,0,0,0,1,0,0,2,-0.2780781702873409,0.0605954347268061,2.7076160135014797,15.166666666666666,42235.653536,0,252557.27,3.834709902325476,6.729041536504289,0.596073420501924,-0.12420447052911006
45.0,1,126977.6,421355.03,644.6,3.0,8.0,29.62,0.0,0.0,2017,10,30,0,3069,3,1,0,0,0,1,0,1,0,0,0,0,1,-0.08067896413838148,0.6296085277105223,3.3183414239730604,1.3333333333333333,37610.765120000004,0,1264065.09,3.4216533902295376,5.442425929675111,1.229556731513899,0.32563866211765335
34.0,0,58786.66,165612.82,578.42,2.0,9.0,28.4,0.0,0.0,2015,12,2,2,3767,2,0,0,0,1,0,0,0,0,0,1,0,1,-0.4800987264880614,-0.2324921655604729,2.8171836943480515,1.5,16695.41144,1,331225.64,3.380994674344636,5.329165037789691,0.022584792829393473,-0.8483368676774513
29.0,0,212708.71,91753.89,619.1,0.0,15.0,65.66,0.0,0.0,2020,4,10,4,2176,3,0,0,0,1,0,0,0,0,1,0,0,1,0.4214801142109456,-0.4814688001068543,0.43135934583764174,2.5,139664.538986,0,0.0,4.199605072879594,8.103085831953157,-0.8660387448793548,1.0219703868110783
46.0,0,184431.76,65850.56,473.5,1.0,100.0,31.52,1.0,0.0,2015,3,21,5,4023,2,1,1,0,0,0,1,0,0,0,0,0,2,0.25585147426297344,-0.5687882877699482,0.3570456628491912,16.666666666666668,58132.890752,1,65850.56,3.4818552846796096,5.61426753904728,-1.413368260849588,0.836168905991479
22.0,0,140102.08,71174.83,663.5,2.0,105.0,50.06,1.0,0.0,2023,5,27,5,1034,2,1,0,0,0,1,0,0,0,0,1,0,2,-0.0038039909738654953,-0.5508403046890091,0.508021222807627,17.5,70135.10124799999,0,142349.66,3.9330014118133376,7.075309180523492,-1.2817937229063328,0.46367569575649564
40.0,0,91335.03,51754.03,571.1600000000001,2.0,7.0,29.59,0.0,0.0,2021,1,18,0,1893,1,1,1,0,0,0,1,0,0,0,0,0,1,-0.28945078688978854,-0.6163073433287289,0.5666394372392867,1.1666666666666667,27026.035376999997,1,103508.06,3.420673158162812,5.439669107583659,-1.8342843679048813,-0.1558465301214559
48.0,0,101194.06,314708.48,597.3,6.0,96.0,76.2,0.0,1.0,2015,8,2,6,3889,3,1,1,0,0,0,0,0,0,1,0,0,2,-0.23170277198343348,0.2701056334094217,3.109950129453152,16.0,77109.87372,1,1888250.88,4.3463994570307305,8.729261137118078,0.8763597113461615,-0.002830006382773552
27.0,0,64593.2,343585.71,562.1,1.0,72.0,23.59,0.0,0.0,2018,12,4,1,2669,2,1,0,0,1,0,0,0,0,0,1,0,0,-0.4460876565882491,0.3674500647520069,5.319224159736332,12.0,15237.53588,1,343585.71,3.202339856228101,4.856953777832357,0.9847938881342917,-0.69542501101315
42.965289256198346,0,164939.4,239807.06,626.8399999999999,2.0,111.0,24.36,0.0,0.0,2017,7,7,4,3184,1,0,0,0,0,1,0,0,0,1,0,0,2,0.14167745350839203,0.017614790740227704,1.4539101027319494,18.5,40179.23784,0,479614.12,3.233173129569025,4.935585071701226,0.5282579032907094,0.6871419277626288
28.0,1,265584.55,159033.69,645.8,4.0,115.0,70.97,0.0,0.0,2022,4,16,5,1440,0,0,0,1,0,0,0,0,1,0,0,0,2,0.7311936252263341,-0.2546702508054546,0.5988062558586379,19.166666666666668,188485.35513499996,0,636134.76,4.276249365519713,8.424369412602939,-0.0351048238530265,1.301386829068644
55.0,2,187656.1,688776.15,519.3,0.0,15.0,26.51,0.0,0.0,2015,10,9,4,3821,2,1,0,0,1,0,0,0,0,0,1,0,1,0.2747376359221992,1.5310785390446155,3.6704170554345397,2.5,49747.63211,1,0.0,3.3145495749364833,5.148786264742401,1.7795371309941965,0.8590117629506847
34.0,1,63719.03,151948.37,620.2,0.0,37.0,73.74,0.0,0.0,2023,10,5,3,903,2,0,0,1,0,0,0,0,1,0,0,0,3,-0.4512079962353227,-0.2785546900775124,2.384662321407205,6.166666666666667,46986.412721999994,0,0.0,4.314015424057338,8.5871997764114,-0.10052803739244645,-0.7173771468761255
37.0,2,122620.61,189973.86,564.1,1.0,83.0,51.72,0.0,0.0,2022,4,23,5,1433,2,0,0,0,1,0,0,1,0,0,0,0,0,-0.10619947918568738,-0.15037169951459636,1.5492816419560358,13.833333333333334,63419.379492,1,189973.86,3.9649948901942516,7.191661838546081,0.2144423479536498,0.27601987800328764
56.0,0,45438.5,157393.44,705.7,3.0,39.0,30.65,0.0,0.0,2015,6,14,6,3938,3,1,0,0,1,0,0,1,0,0,0,1,3,-0.5582838768174968,-0.2601994931707948,3.463878429009235,6.5,13926.900249999999,0,472180.32,3.4547381485901854,5.5362442142665635,-0.04993469564606133,-1.2805801825759349
42.965289256198346,2,139167.59,128435.79,510.8,0.0,6.0,13.37,0.0,0.0,2023,6,17,5,1013,0,2,0,0,1,0,0,1,0,0,0,0,1,-0.00927764735282359,-0.357815018353356,0.9228857810865094,1.0,18606.706782999998,1,0.0,2.6651427000909336,3.6565010597564442,-0.34709205919761077,0.45436468739934144
24.0,0,129360.98,253135.99,519.8,0.0,83.0,32.8,0.0,0.0,2015,5,8,4,3975,2,1,1,0,0,0,0,0,1,0,0,0,0,-0.06671861877301512,0.06254628559811823,1.9568187408447524,13.833333333333334,42430.401439999994,1,0.0,3.520460802488973,5.727128425310541,0.5990534738843274,0.35193266849611254
22.0,2,257185.2,104459.25,571.2,1.0,57.0,34.84,0.0,0.0,2017,10,9,0,3090,1,2,0,0,1,0,0,1,0,0,0,0,3,0.6819955003597202,-0.4386393443660222,0.40616353506964564,9.5,89603.32368,1,104459.25,3.57906458810673,5.902541825349482,-0.6617706029139483,1.261660728175425
26.0,2,49164.63,99667.56,525.9,0.0,92.0,59.36,0.0,0.0,2017,3,27,0,3286,3,0,0,0,1,0,0,0,0,0,1,0,2,-0.536458544022788,-0.4547920133796344,2.027220788562281,15.333333333333334,29184.124367999997,1,0.0,4.100326633899648,7.704544113703289,-0.7351183862393174,-1.1460729183317506
62.0,0,83292.74,262243.46,582.0,1.0,81.0,73.28,0.0,0.0,2015,3,25,2,4019,3,1,0,1,0,0,0,0,0,0,1,0,0,-0.33655747819727316,0.09324734273274148,3.14845519545703,13.5,61036.919872000006,1,262243.46,4.307841736484505,8.560373823613078,0.6449013868800304,-0.2959875377896004
24.0,2,82411.82,114883.53,579.5199999999999,2.0,106.0,23.51,0.0,0.0,2021,12,19,6,1558,2,1,0,0,1,0,0,0,0,0,1,0,2,-0.3417173551112603,-0.4034993531426298,1.3940176299783937,17.666666666666668,19375.018882000004,1,229767.06,3.1990811975400213,4.848711168960263,-0.5152889163672185,-0.3123106207735406
42.965289256198346,1,47777.68,178695.3,607.1,2.0,19.0,49.43,0.0,0.0,2016,9,16,4,3478,2,1,0,1,0,0,0,1,0,0,0,0,1,-0.5445824273332527,-0.18839144758472726,3.7401418402119955,3.1666666666666665,23616.507223999997,0,357390.6,3.920586236088634,7.0306471963824215,0.12952887674896177,-1.194678544993004
38.0,0,144812.65,128164.56,680.6,2.0,63.0,48.56,0.0,1.0,2017,9,4,0,3125,1,1,0,1,0,0,1,0,0,0,0,0,0,0.02378757397496106,-0.3587293280053915,0.8850370461359208,10.5,70321.02284,0,256329.12,3.9031840567609417,6.968500556073739,-0.35024588980120985,0.5095125368203227
42.965289256198346,0,114792.81,161444.08,605.7,2.0,31.0,56.64,1.0,0.0,2016,6,1,2,3585,2,1,1,0,0,0,0,0,0,0,1,0,3,-0.15204982258498392,-0.24654488546176156,1.4063954005359187,5.166666666666667,65018.647584,0,322888.16,4.054216771131322,7.525955088890711,-0.013641955493278799,0.18137826623960066
64.0,1,87854.61,101589.72,613.0,0.0,75.0,42.49,0.0,0.0,2020,4,23,3,2163,3,1,1,0,0,0,0,0,0,0,1,0,0,-0.3098369045951182,-0.4483124593452113,1.1563390924943344,12.5,37329.423789,0,0.0,3.772531026609547,6.518435395092905,-0.7051969842048561,-0.2146193850022542
54.0,0,62725.61,103941.95,515.4,1.0,79.0,12.54,0.0,0.0,2022,7,5,1,1360,2,1,1,0,0,0,0,1,0,0,0,0,0,-0.45702682759786767,-0.44038314992955857,1.6570895045634935,13.166666666666666,7865.791494,1,103941.95,2.605648267484129,3.5411862419251547,-0.6694926162368363,-0.7427626112408268
30.0,1,185206.05,91691.73,589.3,0.0,10.0,30.64,0.0,0.0,2016,4,13,2,3634,1,0,0,0,1,0,0,0,0,1,0,0,1,0.26038677950718514,-0.4816783399364104,0.4950795613831455,1.6666666666666667,56747.13372,1,0.0,3.4544221428994533,5.535341001239219,-0.8671201911178035,0.8416974419079528
56.0,2,266530.58,293704.98,566.3,2.0,107.0,18.58,1.0,0.0,2021,4,29,3,1792,2,1,0,0,1,0,0,0,0,1,0,0,2,0.7367348756882823,0.19930335203742078,1.1019560307072382,17.833333333333332,49521.381764000005,1,587409.96,2.9745086371023644,4.310452412450461,0.7896935702247605,1.3057675009044232
34.0,0,73855.3,183564.13,654.5,2.0,87.0,29.93,0.0,0.0,2017,6,11,6,3210,3,1,0,0,0,1,0,0,1,0,0,0,0,-0.3918360832728061,-0.171978741530382,2.4854564262485503,14.5,22104.891290000003,0,367128.26,3.4317265866969784,5.470831746635972,0.166952726320067,-0.48252348805413087
51.0,1,68370.71,309584.26,538.8,2.0,67.0,54.06,1.0,0.0,2020,3,19,3,2198,1,1,0,0,1,0,0,0,1,0,0,0,0,-0.4239613719751679,0.25283201395304383,4.5280246467452505,11.166666666666666,36961.205826000005,1,619168.52,4.008423499714461,7.352550577860719,0.8558699996839965,-0.6044656267801505
35.0,2,35867.73,333624.24,531.1,1.0,62.0,38.57,0.0,1.0,2022,11,5,5,1237,1,0,0,0,1,0,1,0,0,0,0,0,0,-0.614343445418596,0.3338701946437513,9.301515317269825,10.333333333333334,13834.183461000002,1,333624.24,3.678071255397333,6.210475022089695,0.9486666083517215,-1.6964467629503404
28.0,2,79632.88,117955.18,625.4,3.0,3.0,58.79,1.0,0.0,2017,11,15,2,3053,2,1,0,1,0,0,0,1,0,0,0,0,1,-0.35799464289148475,-0.39314489661984525,1.4812371472502157,0.5,46816.170152000006,0,353865.54,4.090838422892813,7.667463726683029,-0.47514913385324514,-0.3651945590899648
34.0,2,90795.2,301676.19,758.4,2.0,18.0,39.29,0.0,0.0,2023,8,8,1,961,3,1,0,0,1,0,0,0,0,1,0,1,1,-0.29261277248947715,0.22617410468794613,3.322600644050318,3.0,35673.43408,0,603352.38,3.696103299203256,6.2681735776859275,0.823436188724249,-0.16478638498542125
43.0,0,153859.0,161153.97,608.12,2.0,25.0,17.3,0.0,0.0,2019,2,19,1,2592,1,0,0,0,1,0,0,1,0,0,0,0,1,0.07677541909239205,-0.2475228391289518,1.0474133459788026,4.166666666666667,26617.607000000004,0,322307.94,2.9069010598473755,4.159326868617084,-0.01620475154951504,0.5927645306068674
42.965289256198346,2,31394.45,145645.16,613.5,3.0,107.0,9.39,1.0,0.0,2016,11,18,4,3415,1,0,0,0,1,0,0,1,0,0,0,0,2,-0.64054511435766,-0.2998026557959312,4.639200877714399,17.833333333333332,2947.9388550000003,0,436935.48,2.340843805111136,3.0643106892089125,-0.16188547158082497,-1.938953774441374
41.0,0,217723.55,391075.91,675.8,2.0,20.0,35.67,1.0,0.0,2021,10,17,6,1621,1,1,1,0,0,0,0,0,0,1,0,0,1,0.45085390200477377,0.5275383596939259,1.7962039935422869,3.3333333333333335,77661.990285,0,782151.82,3.6019589820832345,5.972436688655645,1.1412583003310923,1.0518509260077027
36.0,0,103115.84,239818.56,640.8,0.0,58.0,29.76,0.0,0.0,2021,10,23,5,1615,1,1,0,0,1,0,1,0,0,0,0,0,3,-0.2204461899376607,0.01765355695708575,2.3257198893756215,9.666666666666666,30687.273984,0,0.0,3.4262151446374434,5.455272678794342,0.5283210062394423,0.02493340462274825
42.965289256198346,0,77118.93,127172.92,641.3,1.0,93.0,20.32,0.0,0.0,2023,5,22,0,1039,2,1,1,0,0,0,0,0,1,0,0,0,2,-0.3727197854332796,-0.3620721220301841,1.64904933196494,15.5,15670.566575999997,0,127172.92,3.0596455992976437,4.507771067833858,-0.36184514048632443,-0.4149609795129382
44.0,0,93569.48,229155.32,592.4,1.0,86.0,14.15,0.0,0.0,2023,1,21,5,1160,2,1,1,0,0,0,1,0,0,0,0,0,0,-0.27636278006685516,-0.01829196254286304,2.4490391524838118,14.333333333333334,13240.08142,1,229155.32,2.7180005319553784,3.7616485747608057,0.4681966250046812,-0.11949971978245898
46.0,0,96515.38,67104.15,593.9,1.0,50.0,22.93,0.0,0.0,2016,4,14,3,3633,2,1,0,0,0,1,0,1,0,0,0,0,3,-0.2591075453112421,-0.5645624667446368,0.6952689819933852,8.333333333333334,22130.976634,1,67104.15,3.175132901920282,4.788527957525152,-1.3812671133293115,-0.07312638623785528
45.0,1,80844.57,193516.7,539.6,0.0,79.0,30.05,0.0,1.0,2023,9,21,3,917,2,1,1,0,0,0,0,1,0,0,0,0,0,-0.3508973227512801,-0.13842887310299917,2.3936882835496105,13.166666666666666,24293.793285000003,1,0.0,3.435598808379488,5.481788029466299,0.23987310573937737,-0.3418702763476984
